%time bm_in carrier bask_out rec_wv lps_wv bm_out
6.8715e-06 1 -0.45399049974 -0.45399049974 0.45399049974 0.566807998955 1
6.872e-06 1 -0.587785252292 -0.587785252292 0.587785252292 0.564460401085 1
6.8725e-06 1 -0.707106781187 -0.707106781187 0.707106781187 0.568702917047 1
6.873e-06 1 -0.809016994375 -0.809016994375 0.809016994375 0.578383612306 1
6.8735e-06 1 -0.891006524188 -0.891006524188 0.891006524188 0.592270196629 1
6.874e-06 1 -0.951056516295 -0.951056516295 0.951056516295 0.609077629486 1
6.8745e-06 1 -0.987688340595 -0.987688340595 0.987688340595 0.62749716429 1
6.875e-06 1 -1 -1 1 0.646226109163 1
6.8755e-06 1 -0.987688340595 -0.987688340595 0.987688340595 0.663997564632 1
6.876e-06 1 -0.951056516295 -0.951056516295 0.951056516295 0.679609399575 1
6.8765e-06 1 -0.891006524188 -0.891006524188 0.891006524188 0.691951745807 1
6.877e-06 1 -0.809016994375 -0.809016994375 0.809016994375 0.700032328506 1
6.8775e-06 1 -0.707106781186 -0.707106781186 0.707106781186 0.702999003268 1
6.878e-06 1 -0.587785252293 -0.587785252293 0.587785252293 0.700158939598 1
6.8785e-06 1 -0.45399049974 -0.45399049974 0.45399049974 0.690993973563 1
6.879e-06 1 -0.309016994375 -0.309016994375 0.309016994375 0.675171746834 1
6.8795e-06 1 -0.15643446504 -0.15643446504 0.15643446504 0.652552353396 1
6.88e-06 1 -1.41096336004e-13 -1.41096336004e-13 1.41096336004e-13 0.623190326026 1
6.8805e-06 1 0.15643446504 0.15643446504 0.15643446504 0.595329388561 1
6.881e-06 1 0.309016994375 0.309016994375 0.309016994375 0.576791816734 1
6.8815e-06 1 0.45399049974 0.45399049974 0.45399049974 0.566808005126 1
6.882e-06 1 0.587785252293 0.587785252293 0.587785252293 0.564460406941 1
6.8825e-06 1 0.707106781187 0.707106781187 0.707106781187 0.568702922604 1
6.883e-06 1 0.809016994375 0.809016994375 0.809016994375 0.578383617578 1
6.8835e-06 1 0.891006524188 0.891006524188 0.891006524188 0.592270201632 1
6.884e-06 1 0.951056516295 0.951056516295 0.951056516295 0.609077634234 1
6.8845e-06 1 0.987688340595 0.987688340595 0.987688340595 0.627497168795 1
6.885e-06 1 1 1 1 0.646226113437 1
6.8855e-06 1 0.987688340595 0.987688340595 0.987688340595 0.663997568688 1
6.886e-06 1 0.951056516295 0.951056516295 0.951056516295 0.679609403424 1
6.8865e-06 1 0.891006524188 0.891006524188 0.891006524188 0.691951749458 1
